FILE NAME,FORMAT,SIZE,URL,label,label_name
COVID-1.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-2.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-3.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-4.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-5.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-6.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-7.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-8.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-9.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-10.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-11.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-12.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-13.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-14.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-15.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-16.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-17.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-18.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-19.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-20.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-21.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-22.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-23.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-24.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-25.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-26.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-27.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-28.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-29.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-30.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-31.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-32.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-33.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-34.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-35.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-36.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-37.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-38.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-39.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-40.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-41.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-42.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-43.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-44.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-45.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-46.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-47.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-48.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-49.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-50.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-51.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-52.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-53.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-54.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-55.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-56.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-57.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-58.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-59.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-60.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-61.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-62.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-63.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-64.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-65.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-66.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-67.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-68.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-69.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-70.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-71.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-72.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-73.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-74.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-75.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-76.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-77.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-78.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-79.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-80.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-81.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-82.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-83.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-84.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-85.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-86.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
COVID-87.png,PNG,256*256,https://sirm.org/category/senza-categoria/covid-19/,0,COVID
